flight_id,departure_airport,arrival_airport,model,amount,flight_time
136571,AAQ,EGO,Sukhoi Superjet-100,6300.00,50.0
136571,AAQ,EGO,Sukhoi Superjet-100,6300.00,50.0
136571,AAQ,EGO,Sukhoi Superjet-100,6300.00,50.0
136571,AAQ,EGO,Sukhoi Superjet-100,6300.00,50.0
136571,AAQ,EGO,Sukhoi Superjet-100,6300.00,50.0
136571,AAQ,EGO,Sukhoi Superjet-100,6900.00,50.0
136571,AAQ,EGO,Sukhoi Superjet-100,18900.00,50.0
136571,AAQ,EGO,Sukhoi Superjet-100,6300.00,50.0
136571,AAQ,EGO,Sukhoi Superjet-100,6300.00,50.0
136571,AAQ,EGO,Sukhoi Superjet-100,6300.00,50.0
136571,AAQ,EGO,Sukhoi Superjet-100,6300.00,50.0
136571,AAQ,EGO,Sukhoi Superjet-100,6300.00,50.0
136571,AAQ,EGO,Sukhoi Superjet-100,6300.00,50.0
136571,AAQ,EGO,Sukhoi Superjet-100,6300.00,50.0
136571,AAQ,EGO,Sukhoi Superjet-100,6300.00,50.0
136571,AAQ,EGO,Sukhoi Superjet-100,6300.00,50.0
136571,AAQ,EGO,Sukhoi Superjet-100,6300.00,50.0
136571,AAQ,EGO,Sukhoi Superjet-100,6300.00,50.0
136571,AAQ,EGO,Sukhoi Superjet-100,6300.00,50.0
136571,AAQ,EGO,Sukhoi Superjet-100,18900.00,50.0
136571,AAQ,EGO,Sukhoi Superjet-100,6900.00,50.0
136571,AAQ,EGO,Sukhoi Superjet-100,6300.00,50.0
136571,AAQ,EGO,Sukhoi Superjet-100,6300.00,50.0
136571,AAQ,EGO,Sukhoi Superjet-100,6300.00,50.0
136571,AAQ,EGO,Sukhoi Superjet-100,6300.00,50.0
136571,AAQ,EGO,Sukhoi Superjet-100,6300.00,50.0
136571,AAQ,EGO,Sukhoi Superjet-100,6900.00,50.0
136571,AAQ,EGO,Sukhoi Superjet-100,6300.00,50.0
136571,AAQ,EGO,Sukhoi Superjet-100,18900.00,50.0
136571,AAQ,EGO,Sukhoi Superjet-100,18900.00,50.0
136571,AAQ,EGO,Sukhoi Superjet-100,18900.00,50.0
136571,AAQ,EGO,Sukhoi Superjet-100,6300.00,50.0
136586,AAQ,EGO,Sukhoi Superjet-100,6300.00,50.0
136586,AAQ,EGO,Sukhoi Superjet-100,6300.00,50.0
136586,AAQ,EGO,Sukhoi Superjet-100,6300.00,50.0
136586,AAQ,EGO,Sukhoi Superjet-100,18900.00,50.0
136586,AAQ,EGO,Sukhoi Superjet-100,6300.00,50.0
136586,AAQ,EGO,Sukhoi Superjet-100,18900.00,50.0
136586,AAQ,EGO,Sukhoi Superjet-100,6300.00,50.0
136586,AAQ,EGO,Sukhoi Superjet-100,6300.00,50.0
136586,AAQ,EGO,Sukhoi Superjet-100,6300.00,50.0
136586,AAQ,EGO,Sukhoi Superjet-100,6300.00,50.0
136586,AAQ,EGO,Sukhoi Superjet-100,18900.00,50.0
136586,AAQ,EGO,Sukhoi Superjet-100,6300.00,50.0
136586,AAQ,EGO,Sukhoi Superjet-100,6300.00,50.0
136586,AAQ,EGO,Sukhoi Superjet-100,6300.00,50.0
136586,AAQ,EGO,Sukhoi Superjet-100,18900.00,50.0
136586,AAQ,EGO,Sukhoi Superjet-100,6300.00,50.0
136586,AAQ,EGO,Sukhoi Superjet-100,6300.00,50.0
136586,AAQ,EGO,Sukhoi Superjet-100,18900.00,50.0
136586,AAQ,EGO,Sukhoi Superjet-100,6300.00,50.0
136586,AAQ,EGO,Sukhoi Superjet-100,6300.00,50.0
136586,AAQ,EGO,Sukhoi Superjet-100,6300.00,50.0
136586,AAQ,EGO,Sukhoi Superjet-100,6300.00,50.0
136586,AAQ,EGO,Sukhoi Superjet-100,6300.00,50.0
136586,AAQ,EGO,Sukhoi Superjet-100,6300.00,50.0
136586,AAQ,EGO,Sukhoi Superjet-100,6300.00,50.0
136586,AAQ,EGO,Sukhoi Superjet-100,6300.00,50.0
136586,AAQ,EGO,Sukhoi Superjet-100,6300.00,50.0
136586,AAQ,EGO,Sukhoi Superjet-100,6300.00,50.0
136586,AAQ,EGO,Sukhoi Superjet-100,6300.00,50.0
136586,AAQ,EGO,Sukhoi Superjet-100,18900.00,50.0
136586,AAQ,EGO,Sukhoi Superjet-100,18900.00,50.0
136586,AAQ,EGO,Sukhoi Superjet-100,6300.00,50.0
136586,AAQ,EGO,Sukhoi Superjet-100,6300.00,50.0
136586,AAQ,EGO,Sukhoi Superjet-100,6300.00,50.0
136586,AAQ,EGO,Sukhoi Superjet-100,6300.00,50.0
136586,AAQ,EGO,Sukhoi Superjet-100,6300.00,50.0
136586,AAQ,EGO,Sukhoi Superjet-100,6300.00,50.0
136586,AAQ,EGO,Sukhoi Superjet-100,6300.00,50.0
136586,AAQ,EGO,Sukhoi Superjet-100,6300.00,50.0
136586,AAQ,EGO,Sukhoi Superjet-100,6300.00,50.0
136586,AAQ,EGO,Sukhoi Superjet-100,6300.00,50.0
136586,AAQ,EGO,Sukhoi Superjet-100,6900.00,50.0
136586,AAQ,EGO,Sukhoi Superjet-100,6300.00,50.0
136586,AAQ,EGO,Sukhoi Superjet-100,6300.00,50.0
136586,AAQ,EGO,Sukhoi Superjet-100,6300.00,50.0
136586,AAQ,EGO,Sukhoi Superjet-100,6300.00,50.0
136586,AAQ,EGO,Sukhoi Superjet-100,6300.00,50.0
136586,AAQ,EGO,Sukhoi Superjet-100,6300.00,50.0
136586,AAQ,EGO,Sukhoi Superjet-100,6300.00,50.0
136586,AAQ,EGO,Sukhoi Superjet-100,6300.00,50.0
136586,AAQ,EGO,Sukhoi Superjet-100,6300.00,50.0
136586,AAQ,EGO,Sukhoi Superjet-100,6300.00,50.0
136586,AAQ,EGO,Sukhoi Superjet-100,6300.00,50.0
136586,AAQ,EGO,Sukhoi Superjet-100,6300.00,50.0
136586,AAQ,EGO,Sukhoi Superjet-100,6300.00,50.0
136586,AAQ,EGO,Sukhoi Superjet-100,6300.00,50.0
136586,AAQ,EGO,Sukhoi Superjet-100,6300.00,50.0
136586,AAQ,EGO,Sukhoi Superjet-100,6300.00,50.0
136586,AAQ,EGO,Sukhoi Superjet-100,6900.00,50.0
136586,AAQ,EGO,Sukhoi Superjet-100,6300.00,50.0
136586,AAQ,EGO,Sukhoi Superjet-100,6300.00,50.0
136586,AAQ,EGO,Sukhoi Superjet-100,6300.00,50.0
136586,AAQ,EGO,Sukhoi Superjet-100,6900.00,50.0
136586,AAQ,EGO,Sukhoi Superjet-100,6900.00,50.0
136586,AAQ,EGO,Sukhoi Superjet-100,6300.00,50.0
136586,AAQ,EGO,Sukhoi Superjet-100,6300.00,50.0
136586,AAQ,EGO,Sukhoi Superjet-100,6300.00,50.0
136586,AAQ,EGO,Sukhoi Superjet-100,18900.00,50.0
136586,AAQ,EGO,Sukhoi Superjet-100,6900.00,50.0
136586,AAQ,EGO,Sukhoi Superjet-100,6300.00,50.0
136586,AAQ,EGO,Sukhoi Superjet-100,6300.00,50.0
136586,AAQ,EGO,Sukhoi Superjet-100,6300.00,50.0
136586,AAQ,EGO,Sukhoi Superjet-100,18900.00,50.0
136586,AAQ,EGO,Sukhoi Superjet-100,6300.00,50.0
136586,AAQ,EGO,Sukhoi Superjet-100,6300.00,50.0
136586,AAQ,EGO,Sukhoi Superjet-100,6300.00,50.0
136586,AAQ,EGO,Sukhoi Superjet-100,6300.00,50.0
136586,AAQ,EGO,Sukhoi Superjet-100,6300.00,50.0
136586,AAQ,EGO,Sukhoi Superjet-100,6300.00,50.0
136586,AAQ,EGO,Sukhoi Superjet-100,6300.00,50.0
136586,AAQ,EGO,Sukhoi Superjet-100,6300.00,50.0
136586,AAQ,EGO,Sukhoi Superjet-100,6300.00,50.0
136586,AAQ,EGO,Sukhoi Superjet-100,6300.00,50.0
136586,AAQ,EGO,Sukhoi Superjet-100,6300.00,50.0
136586,AAQ,EGO,Sukhoi Superjet-100,18900.00,50.0
136586,AAQ,EGO,Sukhoi Superjet-100,6300.00,50.0
136586,AAQ,EGO,Sukhoi Superjet-100,18900.00,50.0
136586,AAQ,EGO,Sukhoi Superjet-100,6300.00,50.0
136586,AAQ,EGO,Sukhoi Superjet-100,6300.00,50.0
136586,AAQ,EGO,Sukhoi Superjet-100,6300.00,50.0
136586,AAQ,EGO,Sukhoi Superjet-100,6300.00,50.0
136586,AAQ,EGO,Sukhoi Superjet-100,6300.00,50.0
136586,AAQ,EGO,Sukhoi Superjet-100,6300.00,50.0
136586,AAQ,EGO,Sukhoi Superjet-100,6300.00,50.0
136586,AAQ,EGO,Sukhoi Superjet-100,18900.00,50.0
136586,AAQ,EGO,Sukhoi Superjet-100,6300.00,50.0
136600,AAQ,EGO,Sukhoi Superjet-100,6300.00,50.0
136600,AAQ,EGO,Sukhoi Superjet-100,6300.00,50.0
136600,AAQ,EGO,Sukhoi Superjet-100,6300.00,50.0
136600,AAQ,EGO,Sukhoi Superjet-100,6300.00,50.0
136600,AAQ,EGO,Sukhoi Superjet-100,18900.00,50.0
136600,AAQ,EGO,Sukhoi Superjet-100,6300.00,50.0
136600,AAQ,EGO,Sukhoi Superjet-100,6300.00,50.0
136600,AAQ,EGO,Sukhoi Superjet-100,6300.00,50.0
136600,AAQ,EGO,Sukhoi Superjet-100,18900.00,50.0
136600,AAQ,EGO,Sukhoi Superjet-100,6300.00,50.0
136600,AAQ,EGO,Sukhoi Superjet-100,6300.00,50.0
136600,AAQ,EGO,Sukhoi Superjet-100,18900.00,50.0
136600,AAQ,EGO,Sukhoi Superjet-100,6300.00,50.0
136600,AAQ,EGO,Sukhoi Superjet-100,6300.00,50.0
136600,AAQ,EGO,Sukhoi Superjet-100,6900.00,50.0
136600,AAQ,EGO,Sukhoi Superjet-100,6300.00,50.0
136600,AAQ,EGO,Sukhoi Superjet-100,6300.00,50.0
136600,AAQ,EGO,Sukhoi Superjet-100,6300.00,50.0
136600,AAQ,EGO,Sukhoi Superjet-100,6300.00,50.0
136600,AAQ,EGO,Sukhoi Superjet-100,6300.00,50.0
136600,AAQ,EGO,Sukhoi Superjet-100,6300.00,50.0
136600,AAQ,EGO,Sukhoi Superjet-100,6300.00,50.0
136600,AAQ,EGO,Sukhoi Superjet-100,6300.00,50.0
136600,AAQ,EGO,Sukhoi Superjet-100,6300.00,50.0
136600,AAQ,EGO,Sukhoi Superjet-100,6300.00,50.0
136600,AAQ,EGO,Sukhoi Superjet-100,6300.00,50.0
136600,AAQ,EGO,Sukhoi Superjet-100,18900.00,50.0
136600,AAQ,EGO,Sukhoi Superjet-100,18900.00,50.0
136600,AAQ,EGO,Sukhoi Superjet-100,6300.00,50.0
136600,AAQ,EGO,Sukhoi Superjet-100,6300.00,50.0
136600,AAQ,EGO,Sukhoi Superjet-100,6300.00,50.0
136600,AAQ,EGO,Sukhoi Superjet-100,6300.00,50.0
136600,AAQ,EGO,Sukhoi Superjet-100,6300.00,50.0
136600,AAQ,EGO,Sukhoi Superjet-100,6300.00,50.0
136600,AAQ,EGO,Sukhoi Superjet-100,6300.00,50.0
136600,AAQ,EGO,Sukhoi Superjet-100,6300.00,50.0
136600,AAQ,EGO,Sukhoi Superjet-100,18900.00,50.0
136600,AAQ,EGO,Sukhoi Superjet-100,6300.00,50.0
136600,AAQ,EGO,Sukhoi Superjet-100,6300.00,50.0
136600,AAQ,EGO,Sukhoi Superjet-100,18900.00,50.0
136600,AAQ,EGO,Sukhoi Superjet-100,6300.00,50.0
136600,AAQ,EGO,Sukhoi Superjet-100,6900.00,50.0
136600,AAQ,EGO,Sukhoi Superjet-100,6300.00,50.0
136600,AAQ,EGO,Sukhoi Superjet-100,18900.00,50.0
136600,AAQ,EGO,Sukhoi Superjet-100,6300.00,50.0
136600,AAQ,EGO,Sukhoi Superjet-100,6300.00,50.0
136600,AAQ,EGO,Sukhoi Superjet-100,6300.00,50.0
136600,AAQ,EGO,Sukhoi Superjet-100,6300.00,50.0
136600,AAQ,EGO,Sukhoi Superjet-100,6300.00,50.0
136600,AAQ,EGO,Sukhoi Superjet-100,6300.00,50.0
136600,AAQ,EGO,Sukhoi Superjet-100,6300.00,50.0
136600,AAQ,EGO,Sukhoi Superjet-100,6900.00,50.0
136600,AAQ,EGO,Sukhoi Superjet-100,6300.00,50.0
136600,AAQ,EGO,Sukhoi Superjet-100,6300.00,50.0
136600,AAQ,EGO,Sukhoi Superjet-100,6300.00,50.0
136600,AAQ,EGO,Sukhoi Superjet-100,6300.00,50.0
136600,AAQ,EGO,Sukhoi Superjet-100,6300.00,50.0
136600,AAQ,EGO,Sukhoi Superjet-100,18900.00,50.0
136600,AAQ,EGO,Sukhoi Superjet-100,6300.00,50.0
136600,AAQ,EGO,Sukhoi Superjet-100,18900.00,50.0
136600,AAQ,EGO,Sukhoi Superjet-100,6300.00,50.0
136600,AAQ,EGO,Sukhoi Superjet-100,6300.00,50.0
136600,AAQ,EGO,Sukhoi Superjet-100,6900.00,50.0
136600,AAQ,EGO,Sukhoi Superjet-100,6300.00,50.0
136600,AAQ,EGO,Sukhoi Superjet-100,6300.00,50.0
136600,AAQ,EGO,Sukhoi Superjet-100,6300.00,50.0
136600,AAQ,EGO,Sukhoi Superjet-100,6300.00,50.0
136600,AAQ,EGO,Sukhoi Superjet-100,6300.00,50.0
136600,AAQ,EGO,Sukhoi Superjet-100,6300.00,50.0
136600,AAQ,EGO,Sukhoi Superjet-100,6300.00,50.0
136600,AAQ,EGO,Sukhoi Superjet-100,6300.00,50.0
136600,AAQ,EGO,Sukhoi Superjet-100,6300.00,50.0
136600,AAQ,EGO,Sukhoi Superjet-100,6300.00,50.0
136600,AAQ,EGO,Sukhoi Superjet-100,6300.00,50.0
136600,AAQ,EGO,Sukhoi Superjet-100,6300.00,50.0
136600,AAQ,EGO,Sukhoi Superjet-100,6300.00,50.0
136600,AAQ,EGO,Sukhoi Superjet-100,6300.00,50.0
136600,AAQ,EGO,Sukhoi Superjet-100,6300.00,50.0
136600,AAQ,EGO,Sukhoi Superjet-100,6300.00,50.0
136600,AAQ,EGO,Sukhoi Superjet-100,6300.00,50.0
136600,AAQ,EGO,Sukhoi Superjet-100,6300.00,50.0
136600,AAQ,EGO,Sukhoi Superjet-100,6300.00,50.0
136600,AAQ,EGO,Sukhoi Superjet-100,6300.00,50.0
136600,AAQ,EGO,Sukhoi Superjet-100,6300.00,50.0
136600,AAQ,EGO,Sukhoi Superjet-100,6900.00,50.0
136600,AAQ,EGO,Sukhoi Superjet-100,6300.00,50.0
136600,AAQ,EGO,Sukhoi Superjet-100,6300.00,50.0
136600,AAQ,EGO,Sukhoi Superjet-100,18900.00,50.0
136600,AAQ,EGO,Sukhoi Superjet-100,6300.00,50.0
136600,AAQ,EGO,Sukhoi Superjet-100,6300.00,50.0
136600,AAQ,EGO,Sukhoi Superjet-100,6300.00,50.0
136600,AAQ,EGO,Sukhoi Superjet-100,6300.00,50.0
136600,AAQ,EGO,Sukhoi Superjet-100,6300.00,50.0
136600,AAQ,EGO,Sukhoi Superjet-100,6300.00,50.0
136600,AAQ,EGO,Sukhoi Superjet-100,6300.00,50.0
136600,AAQ,EGO,Sukhoi Superjet-100,18900.00,50.0
136600,AAQ,EGO,Sukhoi Superjet-100,6300.00,50.0
136605,AAQ,EGO,Sukhoi Superjet-100,18900.00,51.0
136605,AAQ,EGO,Sukhoi Superjet-100,6300.00,51.0
136605,AAQ,EGO,Sukhoi Superjet-100,6300.00,51.0
136605,AAQ,EGO,Sukhoi Superjet-100,6300.00,51.0
136605,AAQ,EGO,Sukhoi Superjet-100,6300.00,51.0
136605,AAQ,EGO,Sukhoi Superjet-100,6300.00,51.0
136605,AAQ,EGO,Sukhoi Superjet-100,6300.00,51.0
136605,AAQ,EGO,Sukhoi Superjet-100,6300.00,51.0
136605,AAQ,EGO,Sukhoi Superjet-100,6300.00,51.0
136605,AAQ,EGO,Sukhoi Superjet-100,6300.00,51.0
136605,AAQ,EGO,Sukhoi Superjet-100,6300.00,51.0
136605,AAQ,EGO,Sukhoi Superjet-100,6300.00,51.0
136605,AAQ,EGO,Sukhoi Superjet-100,6300.00,51.0
136605,AAQ,EGO,Sukhoi Superjet-100,6300.00,51.0
136605,AAQ,EGO,Sukhoi Superjet-100,6300.00,51.0
136605,AAQ,EGO,Sukhoi Superjet-100,6300.00,51.0
136605,AAQ,EGO,Sukhoi Superjet-100,18900.00,51.0
136605,AAQ,EGO,Sukhoi Superjet-100,18900.00,51.0
136605,AAQ,EGO,Sukhoi Superjet-100,6300.00,51.0
136605,AAQ,EGO,Sukhoi Superjet-100,18900.00,51.0
136605,AAQ,EGO,Sukhoi Superjet-100,6300.00,51.0
136605,AAQ,EGO,Sukhoi Superjet-100,6300.00,51.0
136605,AAQ,EGO,Sukhoi Superjet-100,6300.00,51.0
136605,AAQ,EGO,Sukhoi Superjet-100,6300.00,51.0
136605,AAQ,EGO,Sukhoi Superjet-100,6300.00,51.0
136605,AAQ,EGO,Sukhoi Superjet-100,6300.00,51.0
136605,AAQ,EGO,Sukhoi Superjet-100,6300.00,51.0
136605,AAQ,EGO,Sukhoi Superjet-100,6300.00,51.0
136605,AAQ,EGO,Sukhoi Superjet-100,6300.00,51.0
136605,AAQ,EGO,Sukhoi Superjet-100,6300.00,51.0
136605,AAQ,EGO,Sukhoi Superjet-100,6300.00,51.0
136605,AAQ,EGO,Sukhoi Superjet-100,18900.00,51.0
136605,AAQ,EGO,Sukhoi Superjet-100,6300.00,51.0
136605,AAQ,EGO,Sukhoi Superjet-100,6300.00,51.0
136605,AAQ,EGO,Sukhoi Superjet-100,6300.00,51.0
136605,AAQ,EGO,Sukhoi Superjet-100,6300.00,51.0
136605,AAQ,EGO,Sukhoi Superjet-100,6300.00,51.0
136605,AAQ,EGO,Sukhoi Superjet-100,6300.00,51.0
136605,AAQ,EGO,Sukhoi Superjet-100,18900.00,51.0
136605,AAQ,EGO,Sukhoi Superjet-100,6300.00,51.0
136605,AAQ,EGO,Sukhoi Superjet-100,18900.00,51.0
136605,AAQ,EGO,Sukhoi Superjet-100,6900.00,51.0
136605,AAQ,EGO,Sukhoi Superjet-100,6300.00,51.0
136605,AAQ,EGO,Sukhoi Superjet-100,6900.00,51.0
136605,AAQ,EGO,Sukhoi Superjet-100,6300.00,51.0
136605,AAQ,EGO,Sukhoi Superjet-100,6300.00,51.0
136605,AAQ,EGO,Sukhoi Superjet-100,6300.00,51.0
136605,AAQ,EGO,Sukhoi Superjet-100,6900.00,51.0
136605,AAQ,EGO,Sukhoi Superjet-100,6900.00,51.0
136605,AAQ,EGO,Sukhoi Superjet-100,6300.00,51.0
136605,AAQ,EGO,Sukhoi Superjet-100,18900.00,51.0
136605,AAQ,EGO,Sukhoi Superjet-100,6300.00,51.0
136605,AAQ,EGO,Sukhoi Superjet-100,6300.00,51.0
136605,AAQ,EGO,Sukhoi Superjet-100,6900.00,51.0
136605,AAQ,EGO,Sukhoi Superjet-100,6300.00,51.0
136605,AAQ,EGO,Sukhoi Superjet-100,6300.00,51.0
136605,AAQ,EGO,Sukhoi Superjet-100,6300.00,51.0
136605,AAQ,EGO,Sukhoi Superjet-100,6300.00,51.0
136605,AAQ,EGO,Sukhoi Superjet-100,6300.00,51.0
136605,AAQ,EGO,Sukhoi Superjet-100,6300.00,51.0
136605,AAQ,EGO,Sukhoi Superjet-100,6300.00,51.0
136605,AAQ,EGO,Sukhoi Superjet-100,6300.00,51.0
136605,AAQ,EGO,Sukhoi Superjet-100,18900.00,51.0
136605,AAQ,EGO,Sukhoi Superjet-100,6300.00,51.0
136605,AAQ,EGO,Sukhoi Superjet-100,6300.00,51.0
136605,AAQ,EGO,Sukhoi Superjet-100,6300.00,51.0
136605,AAQ,EGO,Sukhoi Superjet-100,6300.00,51.0
136605,AAQ,EGO,Sukhoi Superjet-100,6300.00,51.0
136605,AAQ,EGO,Sukhoi Superjet-100,18900.00,51.0
136605,AAQ,EGO,Sukhoi Superjet-100,6300.00,51.0
136605,AAQ,EGO,Sukhoi Superjet-100,6300.00,51.0
136605,AAQ,EGO,Sukhoi Superjet-100,6300.00,51.0
136605,AAQ,EGO,Sukhoi Superjet-100,6300.00,51.0
136605,AAQ,EGO,Sukhoi Superjet-100,6300.00,51.0
136605,AAQ,EGO,Sukhoi Superjet-100,6300.00,51.0
136605,AAQ,EGO,Sukhoi Superjet-100,6300.00,51.0
136605,AAQ,EGO,Sukhoi Superjet-100,18900.00,51.0
136605,AAQ,EGO,Sukhoi Superjet-100,6300.00,51.0
136605,AAQ,EGO,Sukhoi Superjet-100,6300.00,51.0
136605,AAQ,EGO,Sukhoi Superjet-100,6300.00,51.0
136605,AAQ,EGO,Sukhoi Superjet-100,6300.00,51.0
136605,AAQ,EGO,Sukhoi Superjet-100,6300.00,51.0
136605,AAQ,EGO,Sukhoi Superjet-100,6300.00,51.0
136605,AAQ,EGO,Sukhoi Superjet-100,6300.00,51.0
136605,AAQ,EGO,Sukhoi Superjet-100,6300.00,51.0
136605,AAQ,EGO,Sukhoi Superjet-100,6300.00,51.0
136605,AAQ,EGO,Sukhoi Superjet-100,6300.00,51.0
136605,AAQ,EGO,Sukhoi Superjet-100,6300.00,51.0
136605,AAQ,EGO,Sukhoi Superjet-100,6300.00,51.0
136605,AAQ,EGO,Sukhoi Superjet-100,6300.00,51.0
136605,AAQ,EGO,Sukhoi Superjet-100,6300.00,51.0
136605,AAQ,EGO,Sukhoi Superjet-100,6300.00,51.0
136605,AAQ,EGO,Sukhoi Superjet-100,18900.00,51.0
136605,AAQ,EGO,Sukhoi Superjet-100,6300.00,51.0
136605,AAQ,EGO,Sukhoi Superjet-100,6300.00,51.0
136605,AAQ,EGO,Sukhoi Superjet-100,6300.00,51.0
136605,AAQ,EGO,Sukhoi Superjet-100,6300.00,51.0
136609,AAQ,EGO,Sukhoi Superjet-100,18900.00,50.0
136609,AAQ,EGO,Sukhoi Superjet-100,6300.00,50.0
136609,AAQ,EGO,Sukhoi Superjet-100,18900.00,50.0
136609,AAQ,EGO,Sukhoi Superjet-100,6300.00,50.0
136609,AAQ,EGO,Sukhoi Superjet-100,6300.00,50.0
136609,AAQ,EGO,Sukhoi Superjet-100,6300.00,50.0
136609,AAQ,EGO,Sukhoi Superjet-100,6300.00,50.0
136609,AAQ,EGO,Sukhoi Superjet-100,6300.00,50.0
136609,AAQ,EGO,Sukhoi Superjet-100,6900.00,50.0
136609,AAQ,EGO,Sukhoi Superjet-100,6300.00,50.0
136609,AAQ,EGO,Sukhoi Superjet-100,6300.00,50.0
136609,AAQ,EGO,Sukhoi Superjet-100,6300.00,50.0
136609,AAQ,EGO,Sukhoi Superjet-100,6300.00,50.0
136609,AAQ,EGO,Sukhoi Superjet-100,6300.00,50.0
136609,AAQ,EGO,Sukhoi Superjet-100,6300.00,50.0
136609,AAQ,EGO,Sukhoi Superjet-100,6300.00,50.0
136609,AAQ,EGO,Sukhoi Superjet-100,6300.00,50.0
136609,AAQ,EGO,Sukhoi Superjet-100,6300.00,50.0
136609,AAQ,EGO,Sukhoi Superjet-100,6300.00,50.0
136609,AAQ,EGO,Sukhoi Superjet-100,6300.00,50.0
136609,AAQ,EGO,Sukhoi Superjet-100,18900.00,50.0
136609,AAQ,EGO,Sukhoi Superjet-100,6300.00,50.0
136609,AAQ,EGO,Sukhoi Superjet-100,6300.00,50.0
136609,AAQ,EGO,Sukhoi Superjet-100,6300.00,50.0
136609,AAQ,EGO,Sukhoi Superjet-100,6300.00,50.0
