flight_id,departure_airport,arrival_airport,model,flight_time
136120,AAQ,SVO,Boeing 737-300,99.0
136120,AAQ,SVO,Boeing 737-300,99.0
136120,AAQ,SVO,Boeing 737-300,99.0
136120,AAQ,SVO,Boeing 737-300,99.0
136120,AAQ,SVO,Boeing 737-300,99.0
136120,AAQ,SVO,Boeing 737-300,99.0
136120,AAQ,SVO,Boeing 737-300,99.0
136120,AAQ,SVO,Boeing 737-300,99.0
136120,AAQ,SVO,Boeing 737-300,99.0
136120,AAQ,SVO,Boeing 737-300,99.0
136120,AAQ,SVO,Boeing 737-300,99.0
136120,AAQ,SVO,Boeing 737-300,99.0
136120,AAQ,SVO,Boeing 737-300,99.0
136120,AAQ,SVO,Boeing 737-300,99.0
136120,AAQ,SVO,Boeing 737-300,99.0
136120,AAQ,SVO,Boeing 737-300,99.0
136120,AAQ,SVO,Boeing 737-300,99.0
136120,AAQ,SVO,Boeing 737-300,99.0
136120,AAQ,SVO,Boeing 737-300,99.0
136120,AAQ,SVO,Boeing 737-300,99.0
136120,AAQ,SVO,Boeing 737-300,99.0
136120,AAQ,SVO,Boeing 737-300,99.0
136120,AAQ,SVO,Boeing 737-300,99.0
136120,AAQ,SVO,Boeing 737-300,99.0
136120,AAQ,SVO,Boeing 737-300,99.0
136120,AAQ,SVO,Boeing 737-300,99.0
136120,AAQ,SVO,Boeing 737-300,99.0
136120,AAQ,SVO,Boeing 737-300,99.0
136120,AAQ,SVO,Boeing 737-300,99.0
136120,AAQ,SVO,Boeing 737-300,99.0
136120,AAQ,SVO,Boeing 737-300,99.0
136120,AAQ,SVO,Boeing 737-300,99.0
136120,AAQ,SVO,Boeing 737-300,99.0
136120,AAQ,SVO,Boeing 737-300,99.0
136120,AAQ,SVO,Boeing 737-300,99.0
136120,AAQ,SVO,Boeing 737-300,99.0
136120,AAQ,SVO,Boeing 737-300,99.0
136120,AAQ,SVO,Boeing 737-300,99.0
136120,AAQ,SVO,Boeing 737-300,99.0
136120,AAQ,SVO,Boeing 737-300,99.0
136120,AAQ,SVO,Boeing 737-300,99.0
136120,AAQ,SVO,Boeing 737-300,99.0
136120,AAQ,SVO,Boeing 737-300,99.0
136120,AAQ,SVO,Boeing 737-300,99.0
136120,AAQ,SVO,Boeing 737-300,99.0
136120,AAQ,SVO,Boeing 737-300,99.0
136120,AAQ,SVO,Boeing 737-300,99.0
136120,AAQ,SVO,Boeing 737-300,99.0
136120,AAQ,SVO,Boeing 737-300,99.0
136120,AAQ,SVO,Boeing 737-300,99.0
136120,AAQ,SVO,Boeing 737-300,99.0
136120,AAQ,SVO,Boeing 737-300,99.0
136120,AAQ,SVO,Boeing 737-300,99.0
136120,AAQ,SVO,Boeing 737-300,99.0
136120,AAQ,SVO,Boeing 737-300,99.0
136120,AAQ,SVO,Boeing 737-300,99.0
136120,AAQ,SVO,Boeing 737-300,99.0
136120,AAQ,SVO,Boeing 737-300,99.0
136120,AAQ,SVO,Boeing 737-300,99.0
136120,AAQ,SVO,Boeing 737-300,99.0
136120,AAQ,SVO,Boeing 737-300,99.0
136120,AAQ,SVO,Boeing 737-300,99.0
136120,AAQ,SVO,Boeing 737-300,99.0
136120,AAQ,SVO,Boeing 737-300,99.0
136120,AAQ,SVO,Boeing 737-300,99.0
136120,AAQ,SVO,Boeing 737-300,99.0
136120,AAQ,SVO,Boeing 737-300,99.0
136120,AAQ,SVO,Boeing 737-300,99.0
136120,AAQ,SVO,Boeing 737-300,99.0
136120,AAQ,SVO,Boeing 737-300,99.0
136120,AAQ,SVO,Boeing 737-300,99.0
136120,AAQ,SVO,Boeing 737-300,99.0
136120,AAQ,SVO,Boeing 737-300,99.0
136120,AAQ,SVO,Boeing 737-300,99.0
136120,AAQ,SVO,Boeing 737-300,99.0
136120,AAQ,SVO,Boeing 737-300,99.0
136120,AAQ,SVO,Boeing 737-300,99.0
136120,AAQ,SVO,Boeing 737-300,99.0
136120,AAQ,SVO,Boeing 737-300,99.0
136120,AAQ,SVO,Boeing 737-300,99.0
136120,AAQ,SVO,Boeing 737-300,99.0
136120,AAQ,SVO,Boeing 737-300,99.0
136120,AAQ,SVO,Boeing 737-300,99.0
136120,AAQ,SVO,Boeing 737-300,99.0
136120,AAQ,SVO,Boeing 737-300,99.0
136120,AAQ,SVO,Boeing 737-300,99.0
136120,AAQ,SVO,Boeing 737-300,99.0
136120,AAQ,SVO,Boeing 737-300,99.0
136120,AAQ,SVO,Boeing 737-300,99.0
136120,AAQ,SVO,Boeing 737-300,99.0
136120,AAQ,SVO,Boeing 737-300,99.0
136120,AAQ,SVO,Boeing 737-300,99.0
136120,AAQ,SVO,Boeing 737-300,99.0
136120,AAQ,SVO,Boeing 737-300,99.0
136120,AAQ,SVO,Boeing 737-300,99.0
136120,AAQ,SVO,Boeing 737-300,99.0
136120,AAQ,SVO,Boeing 737-300,99.0
136120,AAQ,SVO,Boeing 737-300,99.0
136120,AAQ,SVO,Boeing 737-300,99.0
136120,AAQ,SVO,Boeing 737-300,99.0
136120,AAQ,SVO,Boeing 737-300,99.0
136120,AAQ,SVO,Boeing 737-300,99.0
136120,AAQ,SVO,Boeing 737-300,99.0
136120,AAQ,SVO,Boeing 737-300,99.0
136120,AAQ,SVO,Boeing 737-300,99.0
136120,AAQ,SVO,Boeing 737-300,99.0
136120,AAQ,SVO,Boeing 737-300,99.0
136120,AAQ,SVO,Boeing 737-300,99.0
136120,AAQ,SVO,Boeing 737-300,99.0
136120,AAQ,SVO,Boeing 737-300,99.0
136120,AAQ,SVO,Boeing 737-300,99.0
136120,AAQ,SVO,Boeing 737-300,99.0
136120,AAQ,SVO,Boeing 737-300,99.0
136120,AAQ,SVO,Boeing 737-300,99.0
136120,AAQ,SVO,Boeing 737-300,99.0
136120,AAQ,SVO,Boeing 737-300,99.0
136120,AAQ,SVO,Boeing 737-300,99.0
136122,AAQ,SVO,Boeing 737-300,100.0
136122,AAQ,SVO,Boeing 737-300,100.0
136122,AAQ,SVO,Boeing 737-300,100.0
136122,AAQ,SVO,Boeing 737-300,100.0
136122,AAQ,SVO,Boeing 737-300,100.0
136122,AAQ,SVO,Boeing 737-300,100.0
136122,AAQ,SVO,Boeing 737-300,100.0
136122,AAQ,SVO,Boeing 737-300,100.0
136122,AAQ,SVO,Boeing 737-300,100.0
136122,AAQ,SVO,Boeing 737-300,100.0
136122,AAQ,SVO,Boeing 737-300,100.0
136122,AAQ,SVO,Boeing 737-300,100.0
136122,AAQ,SVO,Boeing 737-300,100.0
136122,AAQ,SVO,Boeing 737-300,100.0
136122,AAQ,SVO,Boeing 737-300,100.0
136122,AAQ,SVO,Boeing 737-300,100.0
136122,AAQ,SVO,Boeing 737-300,100.0
136122,AAQ,SVO,Boeing 737-300,100.0
136122,AAQ,SVO,Boeing 737-300,100.0
136122,AAQ,SVO,Boeing 737-300,100.0
136122,AAQ,SVO,Boeing 737-300,100.0
136122,AAQ,SVO,Boeing 737-300,100.0
136122,AAQ,SVO,Boeing 737-300,100.0
136122,AAQ,SVO,Boeing 737-300,100.0
136122,AAQ,SVO,Boeing 737-300,100.0
136122,AAQ,SVO,Boeing 737-300,100.0
136122,AAQ,SVO,Boeing 737-300,100.0
136122,AAQ,SVO,Boeing 737-300,100.0
136122,AAQ,SVO,Boeing 737-300,100.0
136122,AAQ,SVO,Boeing 737-300,100.0
136122,AAQ,SVO,Boeing 737-300,100.0
136122,AAQ,SVO,Boeing 737-300,100.0
136122,AAQ,SVO,Boeing 737-300,100.0
136122,AAQ,SVO,Boeing 737-300,100.0
136122,AAQ,SVO,Boeing 737-300,100.0
136122,AAQ,SVO,Boeing 737-300,100.0
136122,AAQ,SVO,Boeing 737-300,100.0
136122,AAQ,SVO,Boeing 737-300,100.0
136122,AAQ,SVO,Boeing 737-300,100.0
136122,AAQ,SVO,Boeing 737-300,100.0
136122,AAQ,SVO,Boeing 737-300,100.0
136122,AAQ,SVO,Boeing 737-300,100.0
136122,AAQ,SVO,Boeing 737-300,100.0
136122,AAQ,SVO,Boeing 737-300,100.0
136122,AAQ,SVO,Boeing 737-300,100.0
136122,AAQ,SVO,Boeing 737-300,100.0
136122,AAQ,SVO,Boeing 737-300,100.0
136122,AAQ,SVO,Boeing 737-300,100.0
136122,AAQ,SVO,Boeing 737-300,100.0
136122,AAQ,SVO,Boeing 737-300,100.0
136122,AAQ,SVO,Boeing 737-300,100.0
136122,AAQ,SVO,Boeing 737-300,100.0
136122,AAQ,SVO,Boeing 737-300,100.0
136122,AAQ,SVO,Boeing 737-300,100.0
136122,AAQ,SVO,Boeing 737-300,100.0
136122,AAQ,SVO,Boeing 737-300,100.0
136122,AAQ,SVO,Boeing 737-300,100.0
136122,AAQ,SVO,Boeing 737-300,100.0
136122,AAQ,SVO,Boeing 737-300,100.0
136122,AAQ,SVO,Boeing 737-300,100.0
136122,AAQ,SVO,Boeing 737-300,100.0
136122,AAQ,SVO,Boeing 737-300,100.0
136122,AAQ,SVO,Boeing 737-300,100.0
136122,AAQ,SVO,Boeing 737-300,100.0
136122,AAQ,SVO,Boeing 737-300,100.0
136122,AAQ,SVO,Boeing 737-300,100.0
136122,AAQ,SVO,Boeing 737-300,100.0
136122,AAQ,SVO,Boeing 737-300,100.0
136122,AAQ,SVO,Boeing 737-300,100.0
136122,AAQ,SVO,Boeing 737-300,100.0
136122,AAQ,SVO,Boeing 737-300,100.0
136122,AAQ,SVO,Boeing 737-300,100.0
136122,AAQ,SVO,Boeing 737-300,100.0
136122,AAQ,SVO,Boeing 737-300,100.0
136122,AAQ,SVO,Boeing 737-300,100.0
136122,AAQ,SVO,Boeing 737-300,100.0
136122,AAQ,SVO,Boeing 737-300,100.0
136122,AAQ,SVO,Boeing 737-300,100.0
136122,AAQ,SVO,Boeing 737-300,100.0
136122,AAQ,SVO,Boeing 737-300,100.0
136122,AAQ,SVO,Boeing 737-300,100.0
136122,AAQ,SVO,Boeing 737-300,100.0
136122,AAQ,SVO,Boeing 737-300,100.0
136122,AAQ,SVO,Boeing 737-300,100.0
136122,AAQ,SVO,Boeing 737-300,100.0
136122,AAQ,SVO,Boeing 737-300,100.0
136122,AAQ,SVO,Boeing 737-300,100.0
136122,AAQ,SVO,Boeing 737-300,100.0
136122,AAQ,SVO,Boeing 737-300,100.0
136122,AAQ,SVO,Boeing 737-300,100.0
136122,AAQ,SVO,Boeing 737-300,100.0
136122,AAQ,SVO,Boeing 737-300,100.0
136122,AAQ,SVO,Boeing 737-300,100.0
136122,AAQ,SVO,Boeing 737-300,100.0
136122,AAQ,SVO,Boeing 737-300,100.0
136122,AAQ,SVO,Boeing 737-300,100.0
136122,AAQ,SVO,Boeing 737-300,100.0
136122,AAQ,SVO,Boeing 737-300,100.0
136122,AAQ,SVO,Boeing 737-300,100.0
136122,AAQ,SVO,Boeing 737-300,100.0
136122,AAQ,SVO,Boeing 737-300,100.0
136122,AAQ,SVO,Boeing 737-300,100.0
136122,AAQ,SVO,Boeing 737-300,100.0
136122,AAQ,SVO,Boeing 737-300,100.0
136122,AAQ,SVO,Boeing 737-300,100.0
136122,AAQ,SVO,Boeing 737-300,100.0
136122,AAQ,SVO,Boeing 737-300,100.0
136122,AAQ,SVO,Boeing 737-300,100.0
136122,AAQ,SVO,Boeing 737-300,100.0
136122,AAQ,SVO,Boeing 737-300,100.0
136122,AAQ,SVO,Boeing 737-300,100.0
136122,AAQ,SVO,Boeing 737-300,100.0
136122,AAQ,SVO,Boeing 737-300,100.0
136122,AAQ,SVO,Boeing 737-300,100.0
136122,AAQ,SVO,Boeing 737-300,100.0
136122,AAQ,SVO,Boeing 737-300,100.0
136122,AAQ,SVO,Boeing 737-300,100.0
136122,AAQ,SVO,Boeing 737-300,100.0
136122,AAQ,SVO,Boeing 737-300,100.0
136122,AAQ,SVO,Boeing 737-300,100.0
136122,AAQ,SVO,Boeing 737-300,100.0
136122,AAQ,SVO,Boeing 737-300,100.0
136122,AAQ,SVO,Boeing 737-300,100.0
136122,AAQ,SVO,Boeing 737-300,100.0
136122,AAQ,SVO,Boeing 737-300,100.0
136122,AAQ,SVO,Boeing 737-300,100.0
136122,AAQ,SVO,Boeing 737-300,100.0
136122,AAQ,SVO,Boeing 737-300,100.0
136122,AAQ,SVO,Boeing 737-300,100.0
136122,AAQ,SVO,Boeing 737-300,100.0
136130,AAQ,SVO,Boeing 737-300,99.0
136130,AAQ,SVO,Boeing 737-300,99.0
136130,AAQ,SVO,Boeing 737-300,99.0
136130,AAQ,SVO,Boeing 737-300,99.0
136130,AAQ,SVO,Boeing 737-300,99.0
136130,AAQ,SVO,Boeing 737-300,99.0
136130,AAQ,SVO,Boeing 737-300,99.0
136130,AAQ,SVO,Boeing 737-300,99.0
136130,AAQ,SVO,Boeing 737-300,99.0
136130,AAQ,SVO,Boeing 737-300,99.0
136130,AAQ,SVO,Boeing 737-300,99.0
136130,AAQ,SVO,Boeing 737-300,99.0
136130,AAQ,SVO,Boeing 737-300,99.0
136130,AAQ,SVO,Boeing 737-300,99.0
136130,AAQ,SVO,Boeing 737-300,99.0
136130,AAQ,SVO,Boeing 737-300,99.0
136130,AAQ,SVO,Boeing 737-300,99.0
136130,AAQ,SVO,Boeing 737-300,99.0
136130,AAQ,SVO,Boeing 737-300,99.0
136130,AAQ,SVO,Boeing 737-300,99.0
136130,AAQ,SVO,Boeing 737-300,99.0
136130,AAQ,SVO,Boeing 737-300,99.0
136130,AAQ,SVO,Boeing 737-300,99.0
136130,AAQ,SVO,Boeing 737-300,99.0
136130,AAQ,SVO,Boeing 737-300,99.0
136130,AAQ,SVO,Boeing 737-300,99.0
136130,AAQ,SVO,Boeing 737-300,99.0
136130,AAQ,SVO,Boeing 737-300,99.0
136130,AAQ,SVO,Boeing 737-300,99.0
136130,AAQ,SVO,Boeing 737-300,99.0
136130,AAQ,SVO,Boeing 737-300,99.0
136130,AAQ,SVO,Boeing 737-300,99.0
136130,AAQ,SVO,Boeing 737-300,99.0
136130,AAQ,SVO,Boeing 737-300,99.0
136130,AAQ,SVO,Boeing 737-300,99.0
136130,AAQ,SVO,Boeing 737-300,99.0
136130,AAQ,SVO,Boeing 737-300,99.0
136130,AAQ,SVO,Boeing 737-300,99.0
136130,AAQ,SVO,Boeing 737-300,99.0
136130,AAQ,SVO,Boeing 737-300,99.0
136130,AAQ,SVO,Boeing 737-300,99.0
136130,AAQ,SVO,Boeing 737-300,99.0
136130,AAQ,SVO,Boeing 737-300,99.0
136130,AAQ,SVO,Boeing 737-300,99.0
136130,AAQ,SVO,Boeing 737-300,99.0
136130,AAQ,SVO,Boeing 737-300,99.0
136130,AAQ,SVO,Boeing 737-300,99.0
136130,AAQ,SVO,Boeing 737-300,99.0
136130,AAQ,SVO,Boeing 737-300,99.0
136130,AAQ,SVO,Boeing 737-300,99.0
136130,AAQ,SVO,Boeing 737-300,99.0
136130,AAQ,SVO,Boeing 737-300,99.0
136130,AAQ,SVO,Boeing 737-300,99.0
136130,AAQ,SVO,Boeing 737-300,99.0
136130,AAQ,SVO,Boeing 737-300,99.0
136130,AAQ,SVO,Boeing 737-300,99.0
136130,AAQ,SVO,Boeing 737-300,99.0
136130,AAQ,SVO,Boeing 737-300,99.0
136130,AAQ,SVO,Boeing 737-300,99.0
136130,AAQ,SVO,Boeing 737-300,99.0
136130,AAQ,SVO,Boeing 737-300,99.0
136130,AAQ,SVO,Boeing 737-300,99.0
136130,AAQ,SVO,Boeing 737-300,99.0
136130,AAQ,SVO,Boeing 737-300,99.0
136130,AAQ,SVO,Boeing 737-300,99.0
136130,AAQ,SVO,Boeing 737-300,99.0
136130,AAQ,SVO,Boeing 737-300,99.0
136130,AAQ,SVO,Boeing 737-300,99.0
136130,AAQ,SVO,Boeing 737-300,99.0
136130,AAQ,SVO,Boeing 737-300,99.0
136130,AAQ,SVO,Boeing 737-300,99.0
136130,AAQ,SVO,Boeing 737-300,99.0
136130,AAQ,SVO,Boeing 737-300,99.0
136130,AAQ,SVO,Boeing 737-300,99.0
136130,AAQ,SVO,Boeing 737-300,99.0
136130,AAQ,SVO,Boeing 737-300,99.0
136130,AAQ,SVO,Boeing 737-300,99.0
136130,AAQ,SVO,Boeing 737-300,99.0
136130,AAQ,SVO,Boeing 737-300,99.0
136130,AAQ,SVO,Boeing 737-300,99.0
136130,AAQ,SVO,Boeing 737-300,99.0
136130,AAQ,SVO,Boeing 737-300,99.0
136130,AAQ,SVO,Boeing 737-300,99.0
136130,AAQ,SVO,Boeing 737-300,99.0
136130,AAQ,SVO,Boeing 737-300,99.0
136130,AAQ,SVO,Boeing 737-300,99.0
136130,AAQ,SVO,Boeing 737-300,99.0
136130,AAQ,SVO,Boeing 737-300,99.0
136130,AAQ,SVO,Boeing 737-300,99.0
136130,AAQ,SVO,Boeing 737-300,99.0
136130,AAQ,SVO,Boeing 737-300,99.0
136130,AAQ,SVO,Boeing 737-300,99.0
136130,AAQ,SVO,Boeing 737-300,99.0
136130,AAQ,SVO,Boeing 737-300,99.0
136130,AAQ,SVO,Boeing 737-300,99.0
136130,AAQ,SVO,Boeing 737-300,99.0
136130,AAQ,SVO,Boeing 737-300,99.0
136130,AAQ,SVO,Boeing 737-300,99.0
136130,AAQ,SVO,Boeing 737-300,99.0
136130,AAQ,SVO,Boeing 737-300,99.0
136130,AAQ,SVO,Boeing 737-300,99.0
136130,AAQ,SVO,Boeing 737-300,99.0
136130,AAQ,SVO,Boeing 737-300,99.0
136130,AAQ,SVO,Boeing 737-300,99.0
136130,AAQ,SVO,Boeing 737-300,99.0
136130,AAQ,SVO,Boeing 737-300,99.0
136130,AAQ,SVO,Boeing 737-300,99.0
136130,AAQ,SVO,Boeing 737-300,99.0
136130,AAQ,SVO,Boeing 737-300,99.0
136130,AAQ,SVO,Boeing 737-300,99.0
136130,AAQ,SVO,Boeing 737-300,99.0
136130,AAQ,SVO,Boeing 737-300,99.0
136130,AAQ,SVO,Boeing 737-300,99.0
136130,AAQ,SVO,Boeing 737-300,99.0
136130,AAQ,SVO,Boeing 737-300,99.0
136130,AAQ,SVO,Boeing 737-300,99.0
136130,AAQ,SVO,Boeing 737-300,99.0
136130,AAQ,SVO,Boeing 737-300,99.0
136130,AAQ,SVO,Boeing 737-300,99.0
136130,AAQ,SVO,Boeing 737-300,99.0
136130,AAQ,SVO,Boeing 737-300,99.0
136130,AAQ,SVO,Boeing 737-300,99.0
136130,AAQ,SVO,Boeing 737-300,99.0
136130,AAQ,SVO,Boeing 737-300,99.0
136130,AAQ,SVO,Boeing 737-300,99.0
136130,AAQ,SVO,Boeing 737-300,99.0
136130,AAQ,SVO,Boeing 737-300,99.0
136130,AAQ,SVO,Boeing 737-300,99.0
136130,AAQ,SVO,Boeing 737-300,99.0
136130,AAQ,SVO,Boeing 737-300,99.0
136131,AAQ,SVO,Boeing 737-300,99.0
136131,AAQ,SVO,Boeing 737-300,99.0
136131,AAQ,SVO,Boeing 737-300,99.0
136131,AAQ,SVO,Boeing 737-300,99.0
136131,AAQ,SVO,Boeing 737-300,99.0
136131,AAQ,SVO,Boeing 737-300,99.0
136131,AAQ,SVO,Boeing 737-300,99.0
136131,AAQ,SVO,Boeing 737-300,99.0
136131,AAQ,SVO,Boeing 737-300,99.0
136131,AAQ,SVO,Boeing 737-300,99.0
136131,AAQ,SVO,Boeing 737-300,99.0
136131,AAQ,SVO,Boeing 737-300,99.0
136131,AAQ,SVO,Boeing 737-300,99.0
136131,AAQ,SVO,Boeing 737-300,99.0
136131,AAQ,SVO,Boeing 737-300,99.0
136131,AAQ,SVO,Boeing 737-300,99.0
136131,AAQ,SVO,Boeing 737-300,99.0
136131,AAQ,SVO,Boeing 737-300,99.0
136131,AAQ,SVO,Boeing 737-300,99.0
136131,AAQ,SVO,Boeing 737-300,99.0
136131,AAQ,SVO,Boeing 737-300,99.0
136131,AAQ,SVO,Boeing 737-300,99.0
136131,AAQ,SVO,Boeing 737-300,99.0
136131,AAQ,SVO,Boeing 737-300,99.0
136131,AAQ,SVO,Boeing 737-300,99.0
136131,AAQ,SVO,Boeing 737-300,99.0
136131,AAQ,SVO,Boeing 737-300,99.0
136131,AAQ,SVO,Boeing 737-300,99.0
136131,AAQ,SVO,Boeing 737-300,99.0
136131,AAQ,SVO,Boeing 737-300,99.0
136131,AAQ,SVO,Boeing 737-300,99.0
136131,AAQ,SVO,Boeing 737-300,99.0
136131,AAQ,SVO,Boeing 737-300,99.0
136131,AAQ,SVO,Boeing 737-300,99.0
136131,AAQ,SVO,Boeing 737-300,99.0
136131,AAQ,SVO,Boeing 737-300,99.0
136131,AAQ,SVO,Boeing 737-300,99.0
136131,AAQ,SVO,Boeing 737-300,99.0
